key,article,place_kind,pref,muni,origin_pref,origin_muni,origin_basis,origin_sentence,local_pref,local_muni,local_sentence,coord,pageviews_month,muni_basis,muni_sentence,muni_shop,origin_verdict,origin_verdict_sentence
おしゃかこごり,おしゃかこごり,発祥地,山梨県,市川三郷町,山梨県,市川三郷町,発祥を述べる文,概要峡東地域と甲府市、市川三郷町、身延町などに伝わる、4月8日の灌仏会の花まつりの行事食。,,,,"osm(place=town,node:2955593367)",5,,,,発祥は特定なし,峡東地域と甲府市、市川三郷町、身延町などに伝わる、4月8日の灌仏会の花まつりの行事食。
キビ○豚,キビ○豚,発祥地,沖縄県,南風原町,沖縄県,南風原町,都道府県のみ,キビ○豚（キビまるとん）は、沖縄県のブランド豚肉。,,,,"osm(place=town,node:650720776)",5,本文の読み直し,福まる農場（南風原町）が生産・販売を行っている沖T1 沖T2。,,発祥がわかる,福まる農場（南風原町）が生産・販売を行っている
西方いも,西方いも,発祥地,岐阜県,中津川市,岐阜県,中津川市,都道府県のみ,西方いも（にしがたいも）は、岐阜県中津川市加子母（旧・加子母村）の小郷（おご）地区にて、古くから作り伝えられている里芋の在来種。,,,,"osm(place=city,node:1891211866)",4,本文の読み直し,西方いも（にしがたいも）は、岐阜県中津川市加子母（旧・加子母村）の小郷（おご）地区にて、古くから作り伝えられている里芋の在来種。,,発祥は特定なし,西方いも（にしがたいも）は、岐阜県中津川市加子母（旧・加子母村）の小郷（おご）地区にて、古くから作り伝えられている里芋の在来種。
サンサン昆,サンサン昆,発祥地,長崎県,,長崎県,,都道府県のみ,特徴長崎県産の真昆布を特許技術で液状化している。,,,,"osm(県庁所在地:長崎市,node:568515366)",4,,,,発祥がわかる,海の磯やけの改善を目的で栽培された真昆布の有効利用を研究していた久原俊之氏が、褐藻類に含まれる粘性多糖類の一種であるフコイダンに着目し、2005年（平成17年）より当時の通商産業省管轄である中小企業庁の第一期 連携体構築支援事業にて『コンブの有効成分フコイダン等を用いた保健機能食品の研究並びに販路開拓を行う連携体の構築』として採択され、本商品の開発に成功した。
那須のすいとん,那須のすいとん,発祥地,栃木県,那須町,栃木県,那須町,冒頭の定義文,那須のすいとん（なすのすいとん）は、栃木県那須郡那須町で販売されているご当地グルメである。,,,,"osm(place=town,node:1108891275)",3,,,,発祥は特定なし,郷土食として那須で食されてきたすいとんを地元商工会が新しいご当地グルメとしてPRし、町内各店舗にて販売されるようになった。
いきなり団子#いきなり饅頭,いきなり団子,節から起こした,福岡県,,,,本文の鉤括弧,,福岡県,,福岡県筑後地方には、いきなり団子とほぼ同じ「いきなり饅頭」と呼ばれる饅頭状の菓子があり、特に熊本県に隣接する大牟田市などではお土産物としても扱われている。,"osm(筑後地方の代表:久留米市,node:3056729963)",,筑後地方の代表(表に当てた),福岡県筑後地方には、いきなり団子とほぼ同じ「いきなり饅頭」と呼ばれる饅頭状の菓子があり、特に熊本県に隣接する大牟田市などではお土産物としても扱われている。,,由来は未精査,
魚すき#いり焼き,魚すき,節から起こした,高知県,,,,本文の鉤括弧,,高知県,,島根県や高知県などでは、同種の鍋料理を「煮食い」「いり焼き」「へか焼き」などと呼ぶ。,"osm(県庁所在地:高知市,node:574820566)",,,,,由来は未精査,
焼きうどん#いわてまち焼きうどん,焼きうどん,節から起こした,岩手県,岩手町,,,節の見出し,,岩手県,岩手町,岩手県岩手郡岩手町で企画・販売されている。,"osm(place=town,relation:963763)",,本文の読み直し,岩手県岩手郡岩手町で企画・販売されている。,,由来は未精査,
さよりめし#うずめめし,さよりめし,節から起こした,島根県,,,,本文の鉤括弧,,島根県,,1939年（昭和14年）には、宮内省の全国郷土料理調査において日本の代表的な郷土料理として、島根県の「うずめめし」、東京都深川の「深川めし」、埼玉県小川町の「忠七めし」、大阪府難波地方の「かやくめし」とともに、「日本五大名飯」のひとつに選定された。,"osm(県庁所在地:松江市,node:1735961887)",,,,,由来は未精査,
さよりめし#かやくめし,さよりめし,節から起こした,埼玉県,小川町,,,本文の鉤括弧,,埼玉県,小川町,1939年（昭和14年）には、宮内省の全国郷土料理調査において日本の代表的な郷土料理として、島根県の「うずめめし」、東京都深川の「深川めし」、埼玉県小川町の「忠七めし」、大阪府難波地方の「かやくめし」とともに、「日本五大名飯」のひとつに選定された。,"osm(place=town,node:863433506)",,,,,由来は未精査,
どん兵衛#きつねそば,どん兵衛,節から起こした,北海道,,,,節の見出し,,北海道,,当初は一部地域のみの限定販売商品だったが2000年代以降より北海道を除く全国で販売。,"osm(県庁所在地:札幌市,node:57683926)",,,,,由来は未精査,
きりたんぽ#きりたんぽ鍋,きりたんぽ,節から起こした,秋田県,鹿角市,,,節の見出し,,秋田県,鹿角市,地域的な特徴として、秋田県教育委員会の「秋田県の郷土食」によると鹿角市ではしらたきまたは糸こんにゃくが入るとしている。,"osm(place=city,node:752195642)",,,,,由来は未精査,
いとこ煮#ぐる煮,いとこ煮,節から起こした,高知県,,,,本文の鉤括弧,,高知県,,高知県では「ぐる煮」と呼ばれる根菜類と豆腐、こんにゃくをじゃこの出汁で煮て、醤油と砂糖で味付けする料理があり、浄土真宗の寺や信徒の家ではこれに小豆を加えた「おいとこさん」をおとりこしの日に大量に作り、振る舞う習慣がある 「日本の食生活全集 高知」編集委員会 1986 72野﨑洋光・成瀬宇平（2015）では、釈迦が入寂したとされる旧暦12月28日に作られる精進料理で、大量に作り多くの人に振る舞うとしている野﨑洋光 成瀬宇平 2015 253。,"osm(県庁所在地:高知市,node:574820566)",,,,,由来は未精査,
茶飯#さくらご飯,茶飯,節から起こした,静岡県,浜松市,,,本文の鉤括弧,,静岡県,浜松市,遠州地方（静岡県浜松市周辺）では「さくらご飯」（桜飯）とも呼ばれる。,"osm(place=city,node:763118297)",,,,,由来は未精査,
さよりめし#さんまご飯,さよりめし,節から起こした,岐阜県,美濃市,,,本文の鉤括弧,,岐阜県,美濃市,岐阜県内でも美濃市や飛騨地方などでは「さんまご飯」「さんまめし」と呼ぶ日本調理学会 2023 38。,"osm(place=city,node:1891221662)",,,,,由来は未精査,
さよりめし#さんまめし,さよりめし,節から起こした,岐阜県,美濃市,,,本文の鉤括弧,,岐阜県,美濃市,岐阜県内でも美濃市や飛騨地方などでは「さんまご飯」「さんまめし」と呼ぶ日本調理学会 2023 38。,"osm(place=city,node:1891221662)",,,,,由来は未精査,
だんご汁#だご汁,だんご汁,節から起こした,宮崎県,,,,本文の鉤括弧,,宮崎県,,なお、福岡県、佐賀県、長崎県、熊本県、宮崎県にも「だご汁」と呼ばれる郷土料理があるが、本記事では大分県の「だんご汁」を主に扱う。,"osm(県庁所在地:宮崎市,node:739203629)",,,,,由来は未精査,
うどん#ちゃんぽん焼,うどん,節から起こした,兵庫県,姫路市,,,節の見出し,,兵庫県,姫路市,姫路市発祥のご当地グルメで「焼きうどん」と「焼きそば」がミックスされたもの。,"osm(place=city,node:721818691)",,,,,由来は未精査,
うどん#でんぷんうどん,うどん,節から起こした,北海道,,,,本文の鉤括弧,,北海道,,ジャガイモの一大生産地である北海道羊蹄山麓で、昔から農家の家庭食として「でんぷんうどん」なるものが食べられてきた。,"osm(羊蹄山麓の代表:倶知安町,node:204672378)",,羊蹄山麓の代表(表に当てた),ジャガイモの一大生産地である北海道羊蹄山麓で、昔から農家の家庭食として「でんぷんうどん」なるものが食べられてきた。,,由来は未精査,
トンカツラーメン#とんかつそば,トンカツラーメン,節から起こした,岡山県,岡山市,,,本文の鉤括弧,,岡山県,岡山市,岡山市の「中華そば 一元」では「とんかつそば」の名でトンカツラーメンを提供しているが、昭和40年頃にはメニューにあったと証言している山崎。,"osm(place=city,node:703048335)",,,,,由来は未精査,
もつ鍋#とんちゃん鍋,もつ鍋,節から起こした,山口県,下関市,,,本文の鉤括弧,,山口県,下関市,山口県下関市では、「とんちゃん鍋」と呼ばれる、博多の「もつ鍋」とは全く異なった種類のホルモン鍋が存在する。,"osm(place=city,node:697538044)",,,,,由来は未精査,
うどん#どきどきうどん,うどん,節から起こした,福岡県,北九州市,,,本文の鉤括弧,,福岡県,北九州市,一般的には薄切り肉（細切れ肉）を用いるが、北九州市（おもに小倉北区・小倉南区）では、「どきどきうどん」（どぎどぎうどん）と呼ばれる、牛ほほ肉・牛すじ肉の角切りを用いた肉うどんが存在する。,"osm(place=city,node:5410283420)",,,,,由来は未精査,
福神漬#ふくしんづけ,福神漬,節から起こした,沖縄県,,,,本文の鉤括弧,,沖縄県,,その一方で、沖縄県をはじめ一部では「ふくしんづけ」と呼ぶのが主流な地域も存在する。,"osm(県庁所在地:那覇市,node:567940176)",,,,,由来は未精査,
へらずし#へだずし,へらずし,節から起こした,高知県,大月町,,,節の見出し,,高知県,大月町,へだずしは、高知県大月町柏島で食されている類似の郷土料理観光。,"osm(place=town,node:691562993)",,,,,由来は未精査,
汁粉#べろべろ餅,汁粉,節から起こした,山形県,鶴岡市,,,本文の鉤括弧,,山形県,鶴岡市,山形県鶴岡市温海地域では、うるち米で作られる「べろべろ餅」を入れた汁粉が食べられる。,"osm(place=city,node:752206830)",,,,,由来は未精査,
岡山県のラーメン#ままかりラーメン,岡山県のラーメン,節から起こした,岡山県,,,,節の見出し,,岡山県,,岡山県の名物であるママカリの煮干しで出汁を取ったラーメン。,"osm(県庁所在地:岡山市,node:703048335)",,,,,由来は未精査,
とっとりバーガーフェスタ#もさバーガー,とっとりバーガーフェスタ,節から起こした,鳥取県,鳥取市,,,本文の鉤括弧,,鳥取県,鳥取市,佐世保バーガーをきっかけに「ご当地バーガーブーム」が盛り上がり始めた中で、2009年（平成21年）7月21日に初開催された「食のみやこ鳥取県」新・名物料理大賞では、伯耆町の地元食材である伯耆和牛のフィレステーキを挟んだ「大山バーガー」のほか、ご当地の海産物「もさえび」を使った鳥取市の「もさバーガー」が大賞を受賞した。,"osm(place=city,node:697537844)",,,,,由来は未精査,
よごし#よごしライスバーガー,よごし,節から起こした,富山県,高岡市,,,節の見出し,,富山県,高岡市,富山県高岡市商工会青年部が地域の名物を作るために「青春! みらいレシピ」と題して市内の中学生からアイデアを募り、グランプリを獲得したのがよごしライスバーガーである北。,"osm(place=city,node:762306910)",,,,,由来は未精査,
ダムカレー#アーチカレー,ダムカレー,節から起こした,長野県,大町市,,,節の見出し,,長野県,大町市,カレーライスの名称は「アーチカレー」で、「ダムカレー」ではなかったが、大町市内の複数の飲食店がご当地グルメとして「黒部ダムカレー」を提供することになったことに合わせ、2009年7月1日に「黒部ダムカレー」に名称を変更した（2003年以前に名称を変えていた可能性もある）。,"osm(place=city,node:702987319)",,,,,由来は未精査,
焼きうどん#キムトマ焼きうどん,焼きうどん,節から起こした,群馬県,藤岡市,,,節の見出し,,群馬県,藤岡市,群馬県藤岡市で販売されているご当地グルメの焼きうどんであり、トマトソースとキムチを合わせた「キムトマソース」をかけ、スクランブルエッグや鰹節をトッピングした料理。,"osm(place=city,node:1068823554)",,,,,由来は未精査,
ジンギスカン (料理)#ジンギスカン鍋,ジンギスカン (料理),節から起こした,北海道,,,,節の見出し,,北海道,,その後、北海道の花見や運動会、海水浴などで現在の形のジンギスカンパーティーが広まっていった（「ジンパ」と略称されることもある）。,"osm(県庁所在地:札幌市,node:57683926)",,,,,由来は未精査,
カツ丼#ソースカツ丼,カツ丼,節から起こした,福井県,,,,節の見出し,,福井県,,福井県、山梨県甲府市などの地域では、単に「カツ丼」と呼ぶとソースカツ丼を指しており、卵とじのカツ丼は「卵カツ丼」「上カツ丼」「煮カツ丼」などと呼び別の料理とされている。,"osm(県庁所在地:福井市,node:762073174)",,,,,由来は未精査,
カツ丼#デミカツ丼,カツ丼,節から起こした,岡山県,岡山市,,,本文の鉤括弧,,岡山県,岡山市,岡山県岡山市のものが「デミカツ丼」（おかやまデミカツ丼）の名前でご当地グルメとして広まっている。,"osm(place=city,node:703048335)",,,,,由来は未精査,
ドミグラスソースカツ丼#デミグラスソースカツ丼,ドミグラスソースカツ丼,節から起こした,岡山県,岡山市,,,本文の鉤括弧,,岡山県,岡山市,ただし比較的近年にできた店や、岡山市中心部以外の地域では「デミグラスソースカツ丼」等の名称で提供されることが多い。,"osm(place=city,node:703048335)",,,,,由来は未精査,
ベトコンラーメン#ローカルラーメン,ベトコンラーメン,節から起こした,広島県,福山市,,,節の見出し,,広島県,福山市,「新京」とは別に、広島県福山市の中華料理店「光福亭（こうふくてい）」は、ベトコンラーメンとみそベトコンを提供している。,"osm(place=city,node:1985508816)",,,,,由来は未精査,
カレーラーメン#三条カレーラーメン,カレーラーメン,節から起こした,新潟県,三条市,,,節の見出し,,新潟県,三条市,（同じく三条市内にある「大黒亭」が発祥との説もあり、同店の初代が戦前に東京のレストランで働いていた時に食べたカレーにヒントを得たとされている。,"osm(place=city,node:752398739)",,,,,由来は未精査,
久留米ラーメン#久留米国道系ラーメン,久留米ラーメン,節から起こした,福岡県,久留米市,,,節の見出し,,福岡県,久留米市,久留米市内や久留米市周辺部の国道3号沿いに店を構え、こってりしたスープのラーメンが国道系と呼ばれることもある渡辺。,"osm(place=city,node:3056729963)",,,,,由来は未精査,
焼きうどん#亀山みそ焼きうどん,焼きうどん,節から起こした,三重県,亀山市,,,節の見出し,,三重県,亀山市,三重県亀山市で企画・販売されている。,"osm(place=city,node:2970907194)",,,,,由来は未精査,
岡山県のラーメン#井原ラーメン,岡山県のラーメン,節から起こした,岡山県,井原市,,,節の見出し,,岡山県,井原市,県南西部の井原市で、市民らでつくるNPOが井原鉄道井原線の開業10周年を記念して、井原線沿線地域の食材を使用したラーメンを開発し、「いばらーめん」として開業記念日の1月11日に井原駅で試験販売を行なったところ、好評だったため、2009年（平成21年）4月1日から井原鉄道が販売を引き継ぎ、井原駅舎内のキッチンスナックコーナーにて提供するようになり、その名が知られるようになる。,"osm(place=city,node:698685265)",,,,,由来は未精査,
焼豚玉子飯#今治焼豚玉子飯,焼豚玉子飯,節から起こした,愛媛県,今治市,,,本文の鉤括弧,,愛媛県,今治市,焼豚玉子飯（やきぶたたまごめし）は、愛媛県の今治市の名物料理の一つであり、「今治焼豚玉子飯」とも呼ばれるB級グルメである。,"osm(place=city,node:637454152)",,,,,由来は未精査,
養肝漬#伊賀越漬,養肝漬,節から起こした,三重県,伊賀市,,,本文の鉤括弧,,三重県,伊賀市,同様の食品として、同じく伊賀市に本社を持つ伊賀越株式会社が販売する「伊賀越漬」がある。,"osm(place=city,node:2683355141)",,,,,由来は未精査,
岡山県のラーメン#倉敷ラーメン,岡山県のラーメン,節から起こした,岡山県,倉敷市,,,節の見出し,,岡山県,倉敷市,製麺業者が観光都市・倉敷市のご当地ラーメンとして「倉敷ラーメン」を商品化し、その名が知られるようになる。,"osm(place=city,node:703049817)",,,,,由来は未精査,
函館ラーメン#元祖バスラーメン,函館ラーメン,節から起こした,北海道,函館市,,,節の見出し,,北海道,函館市,元祖バスラーメン（がんそバスラーメン）は、函館市内を中心に営業している移動販売のラーメン店である。,"osm(place=city,node:3229063363)",,,,,由来は未精査,
北海道のラーメン#元祖地獄ラーメン,北海道のラーメン,節から起こした,北海道,北広島市,,,本文の鉤括弧,,北海道,北広島市,同様の名称を持つ店舗は日本各地に存在するが、北広島市に所在する店舗「元祖地獄ラーメン」の登録商標である。,"osm(place=city,node:360717354)",,,,,由来は未精査,
大東そば#元祖大東そば,大東そば,節から起こした,沖縄県,那覇市,,,本文の鉤括弧,,沖縄県,那覇市,現在は那覇市内の製麺所で製造され、直営店である「元祖大東そば」で提供されている。,"osm(place=city,node:567940176)",,,,,由来は未精査,
冷やし中華#冷風麺,冷やし中華,節から起こした,岩手県,,,,本文の鉤括弧,,岩手県,,岩手県では「冷風麺」と呼ばれることもある盛岡市大通の中華料理店珍萬が1960年頃から使い始めた。,"osm(県庁所在地:盛岡市,node:471357225)",,,,,由来は未精査,
別海ジャンボ牛乳&別海ジャンボホタテバーガー#別海ジャンボホタテバーガー,別海ジャンボ牛乳&別海ジャンボホタテバーガー,節から起こした,北海道,別海町,,,節の見出し,,北海道,別海町,また、同じく北海道じゃらん編集スタッフブログに於いては別海北方展望塔「白鳥台」で冬期に「四角い太陽」を見ることが出来ることをモチーフに、別海ジャンボ牛乳と共に提供しようと開発したのが「別海ジャンボホタテバーガー」であり、春巻きにしたジャンボホタテを四角い道産小麦バンズに挟んだユニークなバーガーである、と説明している。,"osm(place=town,node:380562923)",,本文の読み直し,別海ジャンボ牛乳&別海ジャンボホタテバーガー（べっかいジャンボぎゅうにゅうアンドべっかいジャンボホタテバーガー）とは、2008年に作られた北海道野付郡別海町のご当地グルメである。,,由来は未精査,
へぎそば#十日町へぎそば,へぎそば,節から起こした,新潟県,十日町市,,,本文の鉤括弧,,新潟県,十日町市,十日町市のへぎそば組合は「十日町へぎそば」を、小千谷市の業界団体は「小千谷名物へぎそば」を商標登録している。,"osm(place=city,node:752398696)",,,,,由来は未精査,
海軍カレー#呉海自カレー,海軍カレー,節から起こした,広島県,呉市,,,節の見出し,,広島県,呉市,帝国海軍の呉鎮守府が置かれ、現在も海上自衛隊呉地方隊が置かれている広島県呉市では、呉市役所と呉地方隊が協力して、2015年から「呉海自カレー」が同市内の飲食店30店舗（2018年3月現在）で提供されている。,"osm(place=city,node:191581255)",,,,,由来は未精査,
焼きラーメン#和歌山焼きラーメン,焼きラーメン,節から起こした,和歌山県,有田川町,,,本文の鉤括弧,,和歌山県,有田川町,和歌山県有田郡有田川町の麺工場ナルトが考案した「和歌山焼きラーメン」は2012年の『地域ブランドサミットinありだ2012』で開催された「B級ご当地グルメコンテスト」において優勝した有田。,"osm(place=town,node:2527912116)",,本文の読み直し,和歌山県有田郡有田川町の麺工場ナルトが考案した「和歌山焼きラーメン」は2012年の『地域ブランドサミットinありだ2012』で開催された「B級ご当地グルメコンテスト」において優勝した有田。,麺工場ナルト,由来は未精査,
島寿司#大東寿司,島寿司,節から起こした,沖縄県,,,,節の見出し,,沖縄県,,八丈島からの移住者が開拓した沖縄県の大東諸島にも（北大東島、南大東島を参照）同様の島寿司があり、島では大東寿司と呼ばれている。,"osm(大東諸島の代表:南大東村,node:653806333)",,大東諸島の代表(表に当てた),八丈島からの移住者が開拓した沖縄県の大東諸島にも（北大東島、南大東島を参照）同様の島寿司があり、島では大東寿司と呼ばれている。,,由来は未精査,
海軍カレー#大湊海自カレー,海軍カレー,節から起こした,青森県,むつ市,,,節の見出し,,青森県,むつ市,かつて旧海軍の大湊警備府が置かれ、現在は海上自衛隊の大湊地方隊が置かれている青森県むつ市でも、護衛艦で食べられているカレーをご当地グルメとして普及させようという試みが行われている。,"osm(place=city,node:734876492)",,,,,由来は未精査,
糸魚川ブラック焼きそば#妙高赤倉温泉レッド焼きそば,糸魚川ブラック焼きそば,節から起こした,新潟県,妙高市,,,本文の鉤括弧,,新潟県,妙高市,近隣地域のご当地グルメである、妙高市赤倉温泉の「妙高赤倉温泉レッド焼きそば」、上越市の「謙信公 義の塩ホワイト焼きそば」とともに、2012年1月31日、「上越三色同麺」を締結し、グルメイベント「～天下御麺～越後上越 食の嵐in糸魚川」など、タイアップでのPR活動を展開している。,"osm(place=city,node:752398751)",,,,,由来は未精査,
鯛めし#宇和島鯛めし,鯛めし,節から起こした,愛媛県,宇和島市,,,節の見出し,,愛媛県,宇和島市,東予地方や中予地方では一般的な焼き鯛の炊き込みご飯を鯛めしと呼ぶが、宇和島市を中心とする南予地方では鯛の刺身を、醤油を主体としたタレに生卵、ゴマ、きざみねぎなどの薬味を混ぜたものに和え、ご飯に載せたものを鯛めしと呼ぶ。,"osm(place=city,node:691562998)",,,,,由来は未精査,
日本の餃子#宇都宮餃子,日本の餃子,節から起こした,栃木県,宇都宮市,,,手で足した,,栃木県,宇都宮市,栃木県宇都宮市と静岡県浜松市の両市は、年間支出額においてトップ争いが繰り広げられており、餃子の街として知られる。,"osm(place=city,node:1108891208)",,,,,由来は未精査,
日本の餃子#宮崎餃子,日本の餃子,節から起こした,宮崎県,宮崎市,,,手で足した,,宮崎県,宮崎市,2021年-2022年は宮崎県宮崎市が、2023年-2025年は浜松市がトップになり、浜松市・宮崎市・宇都宮市で地域振興を競っている。,"osm(place=city,node:739203629)",,,,,由来は未精査,
焼きうどん#小倉発祥焼うどん,焼きうどん,節から起こした,福岡県,北九州市,,,節の見出し,,福岡県,北九州市,2001年、福岡県北九州市において、市内の青年有志による地域活性化団体「北九州青年みらい塾」による町おこしの一環として「小倉発祥焼うどん」のブランド化ならびに普及活動が企画され活動を開始した。,"osm(place=city,node:5410283420)",,,,,由来は未精査,
へぎそば#小千谷名物へぎそば,へぎそば,節から起こした,新潟県,小千谷市,,,本文の鉤括弧,,新潟県,小千谷市,十日町市のへぎそば組合は「十日町へぎそば」を、小千谷市の業界団体は「小千谷名物へぎそば」を商標登録している。,"osm(place=city,node:752398664)",,,,,由来は未精査,
尾道ラーメン#尾道・福山ラーメン,尾道ラーメン,節から起こした,広島県,福山市,,,本文の鉤括弧,,広島県,福山市,なお、阿藻珍味は福山市のメーカーであるため、岩岡洋志は「尾道・福山ラーメン」と呼ぶべきかもしれないと述べている岩岡。,"osm(place=city,node:1985508816)",,,,,由来は未精査,
壺漬け#山川漬,壺漬け,節から起こした,鹿児島県,指宿市,,,節の見出し,,鹿児島県,指宿市,鹿児島県指宿市山川地区が発祥の地とされる。,"osm(place=city,node:698791778)",,,,,由来は未精査,
釜玉うどん#山越うどん,釜玉うどん,節から起こした,香川県,綾川町,,,本文の鉤括弧,,香川県,綾川町,綾川町にある「山越うどん」が一般メニューに加えたことで広く食べられるようになったとされる。,"osm(place=town,node:691563058)",,,,,由来は未精査,
岡山県のラーメン#岡山ラーメン,岡山県のラーメン,節から起こした,岡山県,岡山市,,,節の見出し,,岡山県,岡山市,第二次世界大戦直後の岡山市中心市街地で、屋台やバラック小屋から発祥した。,"osm(place=city,node:703048335)",,,,,由来は未精査,
味噌漬け#市房漬,味噌漬け,節から起こした,熊本県,,,,節の見出し,,熊本県,,熊本県の名産品に大豆と麦でつくられた味噌で大根や人参を漬け込んだ市房漬がある。,"osm(県庁所在地:熊本市,node:642042925)",,,,,由来は未精査,
豚丼#帯広系豚丼,豚丼,節から起こした,北海道,帯広市,,,節の見出し,,北海道,帯広市,十勝地方に特有のこの種の豚丼は、1933年（昭和8年）に帯広市の大衆食堂「ぱんちょう」創業者である阿部秀司が考案したとされる。,"osm(place=city,node:262838820)",,,,,由来は未精査,
天理ラーメン#彩華ラーメン,天理ラーメン,節から起こした,奈良県,天理市,,,節の見出し,,奈良県,天理市,天理ラーメン（てんりラーメン）とは、奈良県天理市の「ご当地ラーメン」である。,"osm(place=city,node:2453910137)",,,,,由来は未精査,
朝ラーメン#志太系ラーメン,朝ラーメン,節から起こした,静岡県,島田市,,,本文の鉤括弧,,静岡県,島田市,藤枝市、焼津市、島田市で「志太系ラーメン」を提供する店舗は、2018年時点で約20店舗毎日。,"osm(place=city,node:763099677)",,,,,由来は未精査,
岡山県のラーメン#新見ラーメン,岡山県のラーメン,節から起こした,岡山県,新見市,,,節の見出し,,岡山県,新見市,県北西部の新見市では、猪が多く生息し、昔からぼたん鍋など猪料理が郷土料理として食べられてきた。,"osm(place=city,node:708363561)",,,,,由来は未精査,
東村山黒焼きそば#東村山ブラックカレー,東村山黒焼きそば,節から起こした,東京都,東村山市,,,節の見出し,,東京都,東村山市,東村山市立久米川東小学校5年生（当時）の森涼葉が夏休みの自由研究として食品ロス削減や地産地消をテーマに選び、自宅にあった地元産野菜と黒焼そばソースなどでレシピを考案したもの読売。,"osm(place=city,node:1673414230)",,,,,由来は未精査,
沖縄のラーメン文化#沖縄ラーメン,沖縄のラーメン文化,節から起こした,沖縄県,,,,本文の鉤括弧,,沖縄県,,また、沖縄県物産公社では、沖縄県産の塩を使用したインスタントラーメンを「沖縄ラーメン」の名称で販売しており、2013年にぐるなび/ぐるたびが行った「ご当地ラーメングランプリ2013 | ぐるたび」では、沖縄のご当地ラーメンとしてとんこつ魚介だしを沖縄県産の塩で調味し、軟骨ソーキなどをトッピングしたラーメンがエントリーしている。,"osm(県庁所在地:那覇市,node:567940176)",,,,,由来は未精査,
油麩#油麩丼,油麩,節から起こした,宮城県,登米市,,,節の見出し,,宮城県,登米市,登米市では、油麩丼（あぶらふどん）と呼ばれる。,"osm(place=city,node:3162509661)",,,,,由来は未精査,
はっと#法度汁,はっと,節から起こした,宮城県,,,,節の見出し,,宮城県,,宮城県の旧登米町では、具に特産の油麩を入れる傾向がある。,"osm(県庁所在地:仙台市,node:752184864)",,,,,由来は未精査,
おおむた洋風かつ丼#洋風かつ丼,おおむた洋風かつ丼,節から起こした,福岡県,大牟田市,,,本文の鉤括弧,,福岡県,大牟田市,松屋は2004年に閉館となったが、10年後の2014年に「おおむた洋風かつ丼研究会」が大牟田市のご当地グルメとして「洋風かつ丼」を復活させた観光。,"osm(place=city,node:1800434750)",,,,,由来は未精査,
ドミグラスソースカツ丼#洋風カツ丼,ドミグラスソースカツ丼,節から起こした,新潟県,長岡市,,,本文の鉤括弧,,新潟県,長岡市,島根県松江市周辺の「カツライス」や、兵庫県加古川市周辺の「かつめし」、新潟県長岡市の「洋風カツ丼」などがある。,"osm(place=city,node:752398736)",,,,,由来は未精査,
岡山県のラーメン#津山ラーメン,岡山県のラーメン,節から起こした,岡山県,津山市,,,節の見出し,,岡山県,津山市,特徴としては、作州黒豚を用い、スープに蜂蜜、麺に山芋といった津山市の特産品が用いられている。,"osm(place=city,node:1909470228)",,,,,由来は未精査,
鯛めし#活き鯛めし,鯛めし,節から起こした,愛媛県,松山市,,,本文の鉤括弧,,愛媛県,松山市,松山市では平成21年に「活き鯛めし」の名称を使い、松山市の郷土料理として大々的に「鯛めし」を紹介したが、その後は宇和島を発祥の地としている。,"osm(place=city,node:207689592)",,,,,由来は未精査,
日本の餃子#浜松餃子,日本の餃子,節から起こした,静岡県,浜松市,,,手で足した,,静岡県,浜松市,栃木県宇都宮市と静岡県浜松市の両市は、年間支出額においてトップ争いが繰り広げられており、餃子の街として知られる。,"osm(place=city,node:763118297)",,,,,由来は未精査,
カツ丼#煮込みソースカツ丼,カツ丼,節から起こした,福島県,会津若松市,,,節の見出し,,福島県,会津若松市,福島県会津若松市にはソースで煮込んだカツを卵とじにした「煮込みソースカツ丼」を提供する店がある。,"osm(place=city,node:734866096)",,,,,由来は未精査,
鳥取牛骨ラーメン#牛骨ラーメン,鳥取牛骨ラーメン,節から起こした,鳥取県,,,,本文の鉤括弧,,鳥取県,,鳥取県の「牛骨ラーメン」は戦後の発祥から50年以上提供され続けてきたが、地元では「ラーメン」と言えば牛骨で出汁をとったラーメンであり、地域固有であるという事実は認識されていなかったathome米田 2016 8。,"osm(中西部の代表:米子市,node:1735958768)",,中西部の代表(表に当てた),鳥取牛骨ラーメン（読み: とっとりぎゅうこつらーめん）は、牛骨でスープの出汁を取る鳥取県中西部のご当地ラーメンである。,,由来は未精査,
出雲そば#玄丹そば,出雲そば,節から起こした,島根県,松江市,,,節の見出し,,島根県,松江市,松江市には玄丹そば（げんたんそば）と呼ばれるそばがある。,"osm(place=city,node:1735961887)",,,,,由来は未精査,
うどん#肉うどん,うどん,節から起こした,福岡県,北九州市,,,節の見出し,,福岡県,北九州市,一般的には薄切り肉（細切れ肉）を用いるが、北九州市（おもに小倉北区・小倉南区）では、「どきどきうどん」（どぎどぎうどん）と呼ばれる、牛ほほ肉・牛すじ肉の角切りを用いた肉うどんが存在する。,"osm(place=city,node:5410283420)",,,,,由来は未精査,
ちゃんぽん#長崎ちゃんぽん,ちゃんぽん,節から起こした,長崎県,島原市,,,本文の鉤括弧,,長崎県,島原市,豚骨ラーメンの発祥店である久留米の「南京千両」は、長崎県島原市出身の創始者宮本時男が、「長崎ちゃんぽん」の豚骨ベースをヒントに考案しており、日本の豚骨ラーメンのルーツである。,"osm(place=city,node:3060250252)",,,,,由来は未精査,
